tech_id,体系,一级,二级,三级,层级类型,别名,标准路径
TECH_SVC_CDMO_SM_011,service,医药研发服务,CDMO-小分子与化学工艺,GMP生产(商业化),研发服务与产业化层,GMP commercial manufacturing,医药研发服务 > CDMO-小分子与化学工艺 > GMP生产(商业化)
TECH_SVC_CDMO_SM_012,service,医药研发服务,CDMO-小分子与化学工艺,包装与序列化,研发服务与产业化层,packaging; serialization,医药研发服务 > CDMO-小分子与化学工艺 > 包装与序列化
TECH_SVC_CDMO_BIO_001,service,医药研发服务,CDMO-生物药与生物工艺,细胞株构建与筛选,研发服务与产业化层,cell line development; CLD,医药研发服务 > CDMO-生物药与生物工艺 > 细胞株构建与筛选
TECH_SVC_CDMO_BIO_002,service,医药研发服务,CDMO-生物药与生物工艺,上游工艺开发(发酵/细胞培养),研发服务与产业化层,upstream process development,医药研发服务 > CDMO-生物药与生物工艺 > 上游工艺开发(发酵/细胞培养)
TECH_SVC_CDMO_BIO_003,service,医药研发服务,CDMO-生物药与生物工艺,下游纯化工艺开发,研发服务与产业化层,downstream purification development,医药研发服务 > CDMO-生物药与生物工艺 > 下游纯化工艺开发
TECH_SVC_CDMO_BIO_004,service,医药研发服务,CDMO-生物药与生物工艺,工艺表征与验证PPQ,研发服务与产业化层,process characterization; PPQ,医药研发服务 > CDMO-生物药与生物工艺 > 工艺表征与验证PPQ
TECH_SVC_CDMO_BIO_005,service,医药研发服务,CDMO-生物药与生物工艺,制剂开发(蛋白/抗体),研发服务与产业化层,biologics formulation development,医药研发服务 > CDMO-生物药与生物工艺 > 制剂开发(蛋白/抗体)
TECH_SVC_CDMO_BIO_006,service,医药研发服务,CDMO-生物药与生物工艺,无菌灌装与冻干,研发服务与产业化层,aseptic fill-finish; lyophilization,医药研发服务 > CDMO-生物药与生物工艺 > 无菌灌装与冻干
TECH_SVC_CDMO_BIO_007,service,医药研发服务,CDMO-生物药与生物工艺,一次性工艺系统,研发服务与产业化层,single-use systems,医药研发服务 > CDMO-生物药与生物工艺 > 一次性工艺系统
TECH_SVC_CDMO_BIO_008,service,医药研发服务,CDMO-生物药与生物工艺,病毒清除验证,研发服务与产业化层,viral clearance validation,医药研发服务 > CDMO-生物药与生物工艺 > 病毒清除验证
TECH_SVC_CDMO_BIO_009,service,医药研发服务,CDMO-生物药与生物工艺,生物分析(效价/纯度),研发服务与产业化层,bioassay; potency; purity,医药研发服务 > CDMO-生物药与生物工艺 > 生物分析(效价/纯度)
TECH_SVC_CDMO_BIO_010,service,医药研发服务,CDMO-生物药与生物工艺,质量体系与放行检测,研发服务与产业化层,QC release testing,医药研发服务 > CDMO-生物药与生物工艺 > 质量体系与放行检测
TECH_SVC_CDMO_CGT_001,service,医药研发服务,CDMO-细胞与基因治疗CGT,质粒/载体生产,研发服务与产业化层,plasmid manufacturing,医药研发服务 > CDMO-细胞与基因治疗CGT > 质粒/载体生产
TECH_SVC_CDMO_CGT_002,service,医药研发服务,CDMO-细胞与基因治疗CGT,病毒载体AAV生产,研发服务与产业化层,AAV manufacturing,医药研发服务 > CDMO-细胞与基因治疗CGT > 病毒载体AAV生产
TECH_SVC_CDMO_CGT_003,service,医药研发服务,CDMO-细胞与基因治疗CGT,病毒载体LV生产,研发服务与产业化层,lentiviral vector manufacturing,医药研发服务 > CDMO-细胞与基因治疗CGT > 病毒载体LV生产
TECH_SVC_CDMO_CGT_004,service,医药研发服务,CDMO-细胞与基因治疗CGT,细胞制备(自体/异体),研发服务与产业化层,cell processing; autologous; allogeneic,医药研发服务 > CDMO-细胞与基因治疗CGT > 细胞制备(自体/异体)
TECH_SVC_CDMO_CGT_005,service,医药研发服务,CDMO-细胞与基因治疗CGT,细胞扩增与纯化,研发服务与产业化层,cell expansion; purification,医药研发服务 > CDMO-细胞与基因治疗CGT > 细胞扩增与纯化
TECH_SVC_CDMO_CGT_006,service,医药研发服务,CDMO-细胞与基因治疗CGT,闭环自动化生产系统,研发服务与产业化层,closed and automated manufacturing,医药研发服务 > CDMO-细胞与基因治疗CGT > 闭环自动化生产系统
TECH_SVC_CDMO_CGT_007,service,医药研发服务,CDMO-细胞与基因治疗CGT,无菌灌装(成品),研发服务与产业化层,fill-finish for CGT,医药研发服务 > CDMO-细胞与基因治疗CGT > 无菌灌装(成品)
TECH_SVC_CDMO_CGT_008,service,医药研发服务,CDMO-细胞与基因治疗CGT,放行检测(无菌/支原体/效价),研发服务与产业化层,release testing; sterility; mycoplasma; potency,医药研发服务 > CDMO-细胞与基因治疗CGT > 放行检测(无菌/支原体/效价)
TECH_SVC_CDMO_CGT_009,service,医药研发服务,CDMO-细胞与基因治疗CGT,冷链与物流,研发服务与产业化层,cold chain; logistics,医药研发服务 > CDMO-细胞与基因治疗CGT > 冷链与物流
TECH_SVC_CDMO_CGT_010,service,医药研发服务,CDMO-细胞与基因治疗CGT,工艺开发与技术转移,研发服务与产业化层,process development; tech transfer,医药研发服务 > CDMO-细胞与基因治疗CGT > 工艺开发与技术转移
TECH_SVC_CMC_001,service,医药研发服务,CMC/质量与技术转移,CMC策略与计划,研发服务与产业化层,CMC strategy,医药研发服务 > CMC/质量与技术转移 > CMC策略与计划
TECH_SVC_CMC_002,service,医药研发服务,CMC/质量与技术转移,技术转移(工艺/分析),研发服务与产业化层,technology transfer,医药研发服务 > CMC/质量与技术转移 > 技术转移(工艺/分析)
TECH_SVC_CMC_003,service,医药研发服务,CMC/质量与技术转移,质量研究(QbD),研发服务与产业化层,quality by design; QbD,医药研发服务 > CMC/质量与技术转移 > 质量研究(QbD)
TECH_SVC_CMC_004,service,医药研发服务,CMC/质量与技术转移,工艺验证与持续工艺确认CPV,研发服务与产业化层,process validation; continued process verification; CPV,医药研发服务 > CMC/质量与技术转移 > 工艺验证与持续工艺确认CPV
TECH_SVC_CMC_005,service,医药研发服务,CMC/质量与技术转移,供应链与原辅料合规,研发服务与产业化层,supply chain qualification,医药研发服务 > CMC/质量与技术转移 > 供应链与原辅料合规
TECH_SVC_CMC_006,service,医药研发服务,CMC/质量与技术转移,委托检验(第三方检测),研发服务与产业化层,third-party testing,医药研发服务 > CMC/质量与技术转移 > 委托检验(第三方检测)
TECH_SVC_CMC_007,service,医药研发服务,CMC/质量与技术转移,GMP合规与审计支持,研发服务与产业化层,GMP compliance; audit support,医药研发服务 > CMC/质量与技术转移 > GMP合规与审计支持
